ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-02-006-02,US-DG-02-006,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,`X-DeepGuard-Signature: sha256=<hex>` verifies raw body with shared secret (Architecture §28.6).,Verify AC-DG-02-006-02: `X-DeepGuard-Signature: sha256=<hex>` verifies raw body with shared secret (Architecture §28.6).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-006-02,TC-DG-02-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-02-006-02"") or Xray/TestRail key == AC-DG-02-006-02",Architecture §28.6
AC-DG-02-006-03,US-DG-02-006,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"Retries with exponential backoff and DLQ rows in `webhook_deliveries` (Architecture §28.6, §29.4).","Verify AC-DG-02-006-03: Retries with exponential backoff and DLQ rows in `webhook_deliveries` (Architecture §28.6, §29.4).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-006-03,TC-DG-02-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-02-006-03"") or Xray/TestRail key == AC-DG-02-006-03","Architecture §28.6, §29.4"
AC-DG-02-007-01,US-DG-02-007,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,All documented resources live under base path `/v1` (Architecture §28.1).,Verify AC-DG-02-007-01: All documented resources live under base path `/v1` (Architecture §28.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-007-01,TC-DG-02-007-01.2,"pytest marker @pytest.mark.req(""AC-DG-02-007-01"") or Xray/TestRail key == AC-DG-02-007-01",Architecture §28.1
AC-DG-02-007-02,US-DG-02-007,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Deprecated endpoints return `Sunset` header per RFC 8594 when applicable (Architecture §28.1).,Verify AC-DG-02-007-02: Deprecated endpoints return `Sunset` header per RFC 8594 when applicable (Architecture §28.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-007-02,TC-DG-02-007-02.2,"pytest marker @pytest.mark.req(""AC-DG-02-007-02"") or Xray/TestRail key == AC-DG-02-007-02",Architecture §28.1
AC-DG-02-007-03,US-DG-02-007,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Breaking changes require `/v2` path prefix; changelog references story IDs where maintained.,Verify AC-DG-02-007-03: Breaking changes require `/v2` path prefix; changelog references story IDs where maintained.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-007-03,TC-DG-02-007-03.2,"pytest marker @pytest.mark.req(""AC-DG-02-007-03"") or Xray/TestRail key == AC-DG-02-007-03",Architecture_Design.md (see product spec)
AC-DG-02-008-01,US-DG-02-008,EPIC-DG-02,control-plane,backend_engineer,5,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Resume returns `202` when graph was interrupted and credentials still valid (Architecture §28.3).,Verify AC-DG-02-008-01: Resume returns `202` when graph was interrupted and credentials still valid (Architecture §28.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-008-01,TC-DG-02-008-01.2,"pytest marker @pytest.mark.req(""AC-DG-02-008-01"") or Xray/TestRail key == AC-DG-02-008-01",Architecture §28.3
AC-DG-02-008-02,US-DG-02-008,EPIC-DG-02,control-plane,backend_engineer,5,L3,L12/C5,P1,Should,MVP,Functional,,,EPIC-DG-03,,,unit+integration,1,,,"Resume rejected with clear error when scan not in `AWAITING_REVIEW` or user lacks role (Architecture §28.3, EPIC-DG-03).","Verify AC-DG-02-008-02: Resume rejected with clear error when scan not in `AWAITING_REVIEW` or user lacks role (Architecture §28.3, EPIC-DG-03).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces. | 4. Execute negative path and assert stable error_code with no side effects.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-008-02,TC-DG-02-008-02.2,"pytest marker @pytest.mark.req(""AC-DG-02-008-02"") or Xray/TestRail key == AC-DG-02-008-02","Architecture §28.3, EPIC-DG-03"
AC-DG-02-008-03,US-DG-02-008,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Annotations merge into `ScanState` fields documented for HITL (Architecture §4.7).,Verify AC-DG-02-008-03: Annotations merge into `ScanState` fields documented for HITL (Architecture §4.7).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-008-03,TC-DG-02-008-03.2,"pytest marker @pytest.mark.req(""AC-DG-02-008-03"") or Xray/TestRail key == AC-DG-02-008-03",Architecture §4.7
AC-DG-02-009-01,US-DG-02-009,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Endpoint exists and returns only current tenant’s scans (Architecture §28.2).,Verify AC-DG-02-009-01: Endpoint exists and returns only current tenant’s scans (Architecture §28.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-009-01,TC-DG-02-009-01.2,"pytest marker @pytest.mark.req(""AC-DG-02-009-01"") or Xray/TestRail key == AC-DG-02-009-01",Architecture §28.2
AC-DG-02-009-02,US-DG-02-009,EPIC-DG-02,control-plane,backend_engineer,2,L3,L12/C5,P2,Could,Post-MVP,Functional,,,,,,unit+integration,1,,,"Supports filter by `status`, optional `repo` substring, sort by `updated_at` desc default.","Verify AC-DG-02-009-02: Supports filter by `status`, optional `repo` substring, sort by `updated_at` desc default.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states. Feature-disabled path yields explicit skip/no-op behaviour.,TC-DG-02-009-02,TC-DG-02-009-02.2,"pytest marker @pytest.mark.req(""AC-DG-02-009-02"") or Xray/TestRail key == AC-DG-02-009-02",Architecture_Design.md (see product spec)
AC-DG-02-009-03,US-DG-02-009,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"Cursor is opaque, stable, and documented max page size (e.g. ≤100).","Verify AC-DG-02-009-03: Cursor is opaque, stable, and documented max page size (e.g. ≤100).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-009-03,TC-DG-02-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-02-009-03"") or Xray/TestRail key == AC-DG-02-009-03",Architecture_Design.md (see product spec)
AC-DG-02-010-01,US-DG-02-010,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`/healthz` (or `/livez`) returns 200 if process up (no DB required).,Verify AC-DG-02-010-01: `/healthz` (or `/livez`) returns 200 if process up (no DB required).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-010-01,TC-DG-02-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-02-010-01"") or Xray/TestRail key == AC-DG-02-010-01",Architecture_Design.md (see product spec)
AC-DG-02-010-02,US-DG-02-010,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"`/readyz` returns 200 only when DB, Redis, and object store connectivity checks pass (configurable strictness).","Verify AC-DG-02-010-02: `/readyz` returns 200 only when DB, Redis, and object store connectivity checks pass (configurable strictness).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-010-02,TC-DG-02-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-02-010-02"") or Xray/TestRail key == AC-DG-02-010-02",Architecture_Design.md (see product spec)
AC-DG-02-010-03,US-DG-02-010,EPIC-DG-02,control-plane,backend_engineer,3,L3,L12/C5,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,"Readiness failure includes stable `error_code` body for logs, not secrets.","Verify AC-DG-02-010-03: Readiness failure includes stable `error_code` body for logs, not secrets.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-02.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-02-010-03,TC-DG-02-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-02-010-03"") or Xray/TestRail key == AC-DG-02-010-03",Architecture_Design.md (see product spec)
