ac_id,us_id,epic_id,squad,owner_role,estimate_points,phase_primary,phase_secondary,priority,moscow,release,requirement_type,nfr_metric,nfr_target,depends_on_epics,depends_on_us,depends_on_acs,test_layer_required,min_automated_tests,framework_tags,control_clause_ids,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-05-005-03,US-DG-05-005,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Pack upload assigns monotonic `policy_version` string immutable after publish.,Verify AC-DG-05-005-03: Pack upload assigns monotonic `policy_version` string immutable after publish.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-005-03,TC-DG-05-005-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-005-03"") or Xray/TestRail key == AC-DG-05-005-03",Architecture_Design.md (see product spec)
AC-DG-05-006-01,US-DG-05-006,EPIC-DG-05,policy,compliance_engineer,5,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,PDF text extraction handles multi-column layouts where possible; OCR path documented for scanned PDFs (quality warning).,Verify AC-DG-05-006-01: PDF text extraction handles multi-column layouts where possible; OCR path documented for scanned PDFs (quality warning).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-006-01,TC-DG-05-006-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-006-01"") or Xray/TestRail key == AC-DG-05-006-01",Architecture_Design.md (see product spec)
AC-DG-05-006-02,US-DG-05-006,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Each extracted control gets `scope_tags` and `layer_relevance` inferred with confidence; low confidence flagged for human review list.,Verify AC-DG-05-006-02: Each extracted control gets `scope_tags` and `layer_relevance` inferred with confidence; low confidence flagged for human review list.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-006-02,TC-DG-05-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-006-02"") or Xray/TestRail key == AC-DG-05-006-02",Architecture_Design.md (see product spec)
AC-DG-05-006-03,US-DG-05-006,EPIC-DG-05,policy,compliance_engineer,4,L7,L10/L11,P0,Must,Hardening,NFR,scan_cost,TBD,EPIC-DG-11,,,unit+integration,1,,,Token usage for parse attributed to tenant cost (EPIC-DG-11).,Verify AC-DG-05-006-03: Token usage for parse attributed to tenant cost (EPIC-DG-11).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-006-03,TC-DG-05-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-006-03"") or Xray/TestRail key == AC-DG-05-006-03",Architecture_Design.md (see product spec)
AC-DG-05-007-01,US-DG-05-007,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"After parse, batch embed policy chunks into `policy_chunks` with `policy_version` and `framework` (Architecture §12.1–12.2).","Verify AC-DG-05-007-01: After parse, batch embed policy chunks into `policy_chunks` with `policy_version` and `framework` (Architecture §12.1–12.2).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-007-01,TC-DG-05-007-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-007-01"") or Xray/TestRail key == AC-DG-05-007-01",Architecture §12.1–12.2
AC-DG-05-007-02,US-DG-05-007,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Re-embedding skipped when version unchanged and `force_reindex=false`.,Verify AC-DG-05-007-02: Re-embedding skipped when version unchanged and `force_reindex=false`.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-007-02,TC-DG-05-007-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-007-02"") or Xray/TestRail key == AC-DG-05-007-02",Architecture_Design.md (see product spec)
AC-DG-05-007-03,US-DG-05-007,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,EPIC-DG-10,,,unit+integration,1,,,Embedding model id stored on policy version metadata for reproducibility (EPIC-DG-10).,Verify AC-DG-05-007-03: Embedding model id stored on policy version metadata for reproducibility (EPIC-DG-10).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-007-03,TC-DG-05-007-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-007-03"") or Xray/TestRail key == AC-DG-05-007-03",Architecture_Design.md (see product spec)
AC-DG-05-008-01,US-DG-05-008,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`COMPLIANCE_FRAMEWORKS` loader reads from DB or packaged YAML list; adding row enables `policy_ids` selection (Architecture §16.1).,Verify AC-DG-05-008-01: `COMPLIANCE_FRAMEWORKS` loader reads from DB or packaged YAML list; adding row enables `policy_ids` selection (Architecture §16.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-008-01,TC-DG-05-008-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-008-01"") or Xray/TestRail key == AC-DG-05-008-01",Architecture §16.1
AC-DG-05-008-02,US-DG-05-008,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Unknown `policy_id` on `CreateScanRequest` rejected at validation with list of valid ids.,Verify AC-DG-05-008-02: Unknown `policy_id` on `CreateScanRequest` rejected at validation with list of valid ids.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces. | 4. Execute negative path and assert stable error_code with no side effects.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-008-02,TC-DG-05-008-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-008-02"") or Xray/TestRail key == AC-DG-05-008-02",Architecture_Design.md (see product spec)
AC-DG-05-008-03,US-DG-05-008,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,"Framework metadata includes jurisdiction tags (`EU`, `CN`, `SG`) for UI filtering (Business doc §15).","Verify AC-DG-05-008-03: Framework metadata includes jurisdiction tags (`EU`, `CN`, `SG`) for UI filtering (Business doc §15).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-008-03,TC-DG-05-008-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-008-03"") or Xray/TestRail key == AC-DG-05-008-03",Architecture_Design.md (see product spec)
AC-DG-05-009-01,US-DG-05-009,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`GET /v1/policies/{policy_id}/diff?from=&to=` returns added/removed/changed `control_id` list.,Verify AC-DG-05-009-01: `GET /v1/policies/{policy_id}/diff?from=&to=` returns added/removed/changed `control_id` list.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-009-01,TC-DG-05-009-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-009-01"") or Xray/TestRail key == AC-DG-05-009-01",Architecture_Design.md (see product spec)
AC-DG-05-009-02,US-DG-05-009,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Changed text highlights truncated to safe size; full text via signed URL if needed.,Verify AC-DG-05-009-02: Changed text highlights truncated to safe size; full text via signed URL if needed.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-009-02,TC-DG-05-009-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-009-02"") or Xray/TestRail key == AC-DG-05-009-02",Architecture_Design.md (see product spec)
AC-DG-05-009-03,US-DG-05-009,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P0,Must,MVP,Functional,,,,,,unit+integration,1,,,Diff accessible to `admin` and `auditor`; not to unauthenticated callers.,Verify AC-DG-05-009-03: Diff accessible to `admin` and `auditor`; not to unauthenticated callers.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-009-03,TC-DG-05-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-009-03"") or Xray/TestRail key == AC-DG-05-009-03",Architecture_Design.md (see product spec)
AC-DG-05-010-01,US-DG-05-010,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`PolicyControl.test_procedures` non-empty for catalog controls ≥90% (NFR target; document exceptions).,Verify AC-DG-05-010-01: `PolicyControl.test_procedures` non-empty for catalog controls ≥90% (NFR target; document exceptions).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-010-01,TC-DG-05-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-05-010-01"") or Xray/TestRail key == AC-DG-05-010-01",Architecture_Design.md (see product spec)
AC-DG-05-010-02,US-DG-05-010,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Athena batching clusters by `scope_tags` using procedures hash in metadata (Architecture §31.3).,Verify AC-DG-05-010-02: Athena batching clusters by `scope_tags` using procedures hash in metadata (Architecture §31.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-010-02,TC-DG-05-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-05-010-02"") or Xray/TestRail key == AC-DG-05-010-02",Architecture §31.3
AC-DG-05-010-03,US-DG-05-010,EPIC-DG-05,policy,compliance_engineer,3,L7,L10/L11,P1,Should,MVP,Functional,,,EPIC-DG-10,,,unit+integration,1,,,Missing procedures downgrade control to “manual review recommended” banner in report (EPIC-DG-10).,Verify AC-DG-05-010-03: Missing procedures downgrade control to “manual review recommended” banner in report (EPIC-DG-10).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces. | 4. Execute negative path and assert stable error_code with no side effects.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-05.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-05-010-03,TC-DG-05-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-05-010-03"") or Xray/TestRail key == AC-DG-05-010-03",Architecture_Design.md (see product spec)
AC-DG-06-001-01,US-DG-06-001,EPIC-DG-06,ingestion-codeintel,ml_platform_engineer,3,L8,L10,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,GA languages from support matrix use tree-sitter path (Architecture §11.2–11.4).,Verify AC-DG-06-001-01: GA languages from support matrix use tree-sitter path (Architecture §11.2–11.4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-06.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-06-001-01,TC-DG-06-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-06-001-01"") or Xray/TestRail key == AC-DG-06-001-01",Architecture §11.2–11.4
AC-DG-06-001-02,US-DG-06-001,EPIC-DG-06,ingestion-codeintel,ml_platform_engineer,3,L8,L10,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,Chunker never splits mid-function/class for configured node types (Architecture §11.4).,Verify AC-DG-06-001-02: Chunker never splits mid-function/class for configured node types (Architecture §11.4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-06.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-06-001-02,TC-DG-06-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-06-001-02"") or Xray/TestRail key == AC-DG-06-001-02",Architecture §11.4
AC-DG-06-001-03,US-DG-06-001,EPIC-DG-06,ingestion-codeintel,ml_platform_engineer,3,L8,L10,P1,Should,MVP,Functional,,,,,,unit+integration,1,,,`language_breakdown` populated in `ScanState` (Architecture §4.2).,Verify AC-DG-06-001-03: `language_breakdown` populated in `ScanState` (Architecture §4.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph/API path under test. | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces.",Assertions pass; no secret material in logs; stable machine-readable error_code on failures; tenant isolation preserved for EPIC-DG-06.,Concurrent requests do not duplicate side effects; timeout/partial failures reach documented degraded or terminal states.,TC-DG-06-001-03,TC-DG-06-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-06-001-03"") or Xray/TestRail key == AC-DG-06-001-03",Architecture §4.2
